ID,Language,Label,Definition,Description,GovernancelevelID,GovernancelevelLabel,CodelistID,Codelistlabel,ReferenceSource,ReferenceLink,StatusID,Statuslabel,x,y
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Lt2,,Lt2,Bodenart schwach toniger Lehm (Lt2) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 25 bis &lt; 35; schluff: 30 bis &lt; 50; Sand: 15 bis &lt; 45,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Lt3,,Lt3,Bodenart mittel toniger Lehm (Lt3) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 35 bis &lt; 45; schluff: 30 bis &lt; 50; Sand: 5 bis &lt; 35,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Lts,,Lts,Bodenart sandig-toniger Lehm (Lts) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 25 bis &lt; 45; schluff: 15 bis &lt; 30; Sand: 25 bis &lt; 60,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Uls,,Uls,Bodenart sandig-lehmiger Schluff (Uls) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 8 bis &lt; 17; schluff: 50 bis &lt; 65; Sand: 18 bis &lt; 42,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Us,,Us,Bodenart sandiger Schluff (Us) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 0 bis &lt; 8; schluff: 50 bis &lt; 80; Sand: 12 bis &lt; 50,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Ut2,,Ut2,Bodenart schwach toniger Schluff (Ut2) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 8 bis &lt; 12; schluff: 65 bis &lt; 92; Sand: 0 bis &lt; 27,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Ut4,,Ut4,Bodenart stark toniger Schluff (Ut4) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 17 bis &lt; 25; schluff: 65 bis &lt; 83; Sand: 0 bis &lt; 18,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Tt,,Tt,Bodenart reiner Ton (Tt) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 65 bis 100; schluff: 0 bis &lt; 35; Sand: 0 bis &lt; 35,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Tu3,,Tu3,Bodenart mittel schluffiger Ton (Tu3) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 30 bis &lt; 45; schluff: 50 bis &lt; 65; Sand: 0 bis &lt; 20,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Tu4,,Tu4,Bodenart stark schluffiger Ton (Tu4) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 25 bis &lt; 35; schluff: 65 bis &lt; 75; Sand: 0 bis &lt; 10,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
